,bin_id,reserveX,reserveY,bin_price,reserveX_in_Y
85,8375788,0.0,57137.902727,7.512940850931716,0.0
86,8375789,0.0,634.96468,7.527966732633579,0.0
87,8375790,0.0,632.271469,7.543022666098845,0.0
88,8375791,0.0,629.333422,7.558108711431043,0.0
89,8375792,0.0,626.395374,7.573224928853905,0.0
90,8375793,0.0,623.702164,7.588371378711614,0.0
91,8375794,0.0,620.764116,7.603548121469037,0.0
92,8375795,0.0,618.070906,7.618755217711975,0.0
93,8375796,0.0,615.132858,7.6339927281473985,0.0
94,8375797,0.0,612.439648,7.649260713603693,0.0
95,8375798,0.0,609.501601,7.664559235030901,0.0
96,8375799,0.0,606.80839,7.679888353500963,0.0
97,8375800,0.0,603.870343,7.695248130207964,0.0
98,8375801,0.0,601.423292,7.710638626468381,0.0
99,8375802,0.0,598.726216,7.726059903721317,0.0
100,8375803,0.0,595.784301,7.74151202352876,0.0
101,8375804,0.0,593.087224,7.756995047575818,0.0
102,8375805,0.0,2090.145309,7.772509037670969,0.0
103,8375806,0.0,587.448232,7.788054055746311,0.0
104,8375807,0.0,584.506317,7.803630163857804,0.0
105,8375808,0.0,581.564403,7.81923742418552,0.0
106,8375809,0.0,578.867327,7.834875899033889,0.0
107,8375810,0.0,575.925412,7.850545650831958,0.0
108,8375811,0.0,573.228335,7.8662467421336215,0.0
109,8375812,0.0,570.28642,7.88197923561789,0.0
110,8375813,0.0,567.589343,7.8977431940891245,0.0
111,8375814,0.0,564.647428,7.913538680477302,0.0
112,8375815,0.0,561.950352,7.929365757838258,0.0
113,8375816,0.0,559.008437,7.945224489353934,0.0
114,8375817,0.0,556.066523,7.961114938332641,0.0
115,8375818,0.0,553.369445,7.977037168209307,0.0
116,8375819,0.0,550.427531,7.992991242545726,0.0
117,8375820,0.0,2703.319254,8.008977225030817,0.0
118,8375821,0.0,693.310475,8.024995179480879,0.0
119,8375822,0.0,693.30167,8.04104516983984,0.0
120,8375823,0.0,693.292895,8.05712726017952,0.0
121,8375824,0.0,693.284117,8.07324151469988,0.0
122,8375825,0.0,693.275312,8.089387997729279,0.0
123,8375826,0.0,693.266507,8.105566773724739,0.0
124,8375827,0.0,693.257728,8.121777907272188,0.0
125,8375828,0.0,693.248923,8.138021463086732,0.0
126,8375829,0.0,693.240118,8.154297506012904,0.0
127,8375830,0.0,693.231339,8.170606101024932,0.0
128,8375831,0.0,693.222535,8.186947313226982,0.0
129,8375832,0.0,693.213729,8.203321207853435,0.0
130,8375833,0.0,693.20495,8.219727850269143,0.0
131,8375834,0.0,693.196145,8.23616730596968,0.0
132,8375835,0.0,693.18734,8.252639640581618,0.0
133,8375836,0.0,693.178561,8.269144919862782,0.0
134,8375837,0.0,693.169756,8.285683209702508,0.0
135,8375838,0.0,693.160978,8.302254576121914,0.0
136,8375839,0.0,693.152173,8.318859085274157,0.0
137,8375840,0.0,693.143368,8.335496803444705,0.0
138,8375841,0.0,693.134589,8.352167797051596,0.0
139,8375842,0.0,693.125784,8.368872132645699,0.0
140,8375843,0.0,693.116978,8.38560987691099,0.0
141,8375844,0.0,696.693058,8.402381096664811,0.0
142,8375845,0.0,696.615396,8.419185858858143,0.0
143,8375846,0.0,696.537555,8.436024230575859,0.0
144,8375847,0.0,696.459919,8.45289627903701,0.0
145,8375848,0.0,696.382078,8.469802071595083,0.0
146,8375849,0.0,696.304416,8.486741675738273,0.0
147,8375850,0.0,709.04728,8.50371515908975,0.0
148,8375851,0.0,702.94238,8.52072258940793,0.0
149,8375852,0.0,718.859903,8.537764034586745,0.0
150,8375853,0.0,718.782089,8.55483956265592,0.0
151,8375854,0.0,718.704426,8.57194924178123,0.0
152,8375855,0.0,718.626585,8.589093140264794,0.0
153,8375856,0.0,718.548949,8.606271326545322,0.0
154,8375857,0.0,718.471108,8.623483869198415,0.0
155,8375858,0.0,729.550165,8.640730836936811,0.0
156,8375859,0.0,803.963014,8.658012298610684,0.0
157,8375860,0.0,803.885352,8.675328323207905,0.0
158,8375861,0.0,3438.787471,8.692678979854321,0.0
159,8375862,0.0,806.577289,8.71006433781403,0.0
160,8375863,0.0,806.499447,8.727484466489658,0.0
161,8375864,0.0,806.421814,8.744939435422637,0.0
162,8375865,0.0,806.344001,8.762429314293483,0.0
163,8375866,0.0,806.266341,8.77995417292207,0.0
164,8375867,0.0,822.097281,8.797514081267915,0.0
165,8375868,0.0,824.403615,8.81510910943045,0.0
166,8375869,0.0,829.926487,8.83273932764931,0.0
167,8375870,0.0,1011.262107,8.850404806304608,0.0
168,8375871,0.0,3655.868774,8.868105615917218,0.0
169,8375872,0.0,1032.096397,8.885841827149052,0.0
170,8375873,0.0,1054.195558,8.90361351080335,0.0
171,8375874,0.0,1159.034218,8.921420737824958,0.0
172,8375875,0.0,1164.315245,8.939263579300608,0.0
173,8375876,0.0,1170.056076,8.957142106459209,0.0
174,8375877,0.0,1181.731347,8.975056390672126,0.0
175,8375878,0.0,2212.658202,8.99300650345347,0.0
176,8375879,0.0,4141.764006,9.010992516460378,0.0
177,8375880,0.0,2345.930103,9.0290145014933,0.0
178,8375881,0.0,5012.019118,9.047072530496285,0.0
179,8375882,0.0,2410.834096,9.065166675557279,0.0
180,8375883,0.0,2516.589457,9.083297008908394,0.0
181,8375884,0.0,3173.735991,9.10146360292621,0.0
182,8375885,0.0,3476.184283,9.119666530132061,0.0
183,8375886,0.0,6869.150916,9.137905863192326,0.0
184,8375887,0.0,14469.125206,9.156181674918711,0.0
185,8375888,0.0,15183.057946,9.174494038268548,0.0
186,8375889,0.0,16569.383433,9.192843026345086,0.0
187,8375890,0.0,17178.919457,9.211228712397777,0.0
188,8375891,0.0,19274.731688,9.22965116982257,0.0
189,8375892,0.0,20828.522359,9.248110472162217,0.0
190,8375893,0.0,22593.66234,9.266606693106542,0.0
191,8375894,0.0,25209.69378,9.285139906492754,0.0
192,8375895,0.0,32029.075189,9.30371018630574,0.0
193,8375896,0.0,38564.946241,9.32231760667835,0.0
194,8375897,0.0,39805.838616,9.340962241891708,0.0
195,8375898,0.0,45178.299698,9.35964416637549,0.0
196,8375899,0.0,49840.378039,9.378363454708243,0.0
197,8375900,0.0,54100.20889,9.397120181617659,0.0
198,8375901,0.0,57996.244761,9.415914421980894,0.0
199,8375902,0.0,60831.692046,9.434746250824855,0.0
200,8375903,0.7739036882249688,64828.99788,9.453615743326505,7.3161880908220125
201,8375904,8204.198549524703,0.0,9.472522974813158,77714.45925030153
202,8375905,8110.86654290308,0.0,9.491468020762785,76984.03041263939
203,8375906,8144.914644455807,0.0,9.51045095680431,77461.81127345416
204,8375907,7380.4967226827985,0.0,9.529471858717919,70332.23582216556
205,8375908,6887.190155913866,0.0,9.548530802435355,65762.5473459731
206,8375909,4352.920195295095,0.0,9.567627864040226,41647.12055044877
207,8375910,3697.8488104545804,0.0,9.586763119768307,35450.40059854508
208,8375911,3062.1651316771786,0.0,9.605936646007844,29414.964254505245
209,8375912,2527.4620386385113,0.0,9.625148519299858,24327.197498788068
210,8375913,2184.378841282366,0.0,9.644398816338459,21067.020711298424
211,8375914,1933.7970101749524,0.0,9.663687613971135,18687.6102151621
212,8375915,1744.8764630134106,0.0,9.683014989199078,16895.664945659526
213,8375916,1618.3512719330022,0.0,9.702381019177476,15701.860663164487
214,8375917,1560.6117237014075,0.0,9.72178578121583,15171.932865479072
215,8375918,1551.0677056025477,0.0,9.741229352778262,15109.30626196197
216,8375919,1502.6017296758243,0.0,9.76071181148382,14666.462450802836
217,8375920,1764.9859032701086,0.0,9.780233235106786,17261.97379065729
218,8375921,2010.9560066255253,0.0,9.799793701577,19706.95400787726
219,8375922,1698.5782899202807,0.0,9.819393288980155,16679.00826085059
220,8375923,1670.43061622014,0.0,9.839032075558116,16435.42041298427
221,8375924,1658.9591117073985,0.0,9.858710139709231,16355.197015952748
222,8375925,1637.668832812046,0.0,9.87842755998865,16177.59293218496
223,8375926,1921.9981280024388,0.0,9.898184415108627,19024.291916461694
224,8375927,1597.59549232586,0.0,9.917980783938845,15844.921393395198
225,8375928,1595.5651300725715,0.0,9.937816745506721,15856.43386818181
226,8375929,1491.7353936871125,0.0,9.957692378997734,14854.242161199345
227,8375930,1517.7767027448836,0.0,9.97760776375573,15143.780612954923
228,8375931,1852.1010610648898,0.0,9.997562979283241,18516.497001993554
229,8375932,1685.6800629046961,0.0,10.01755810524181,16886.39797699546
230,8375933,1708.2002963642253,0.0,10.037593221452292,17146.219715668343
231,8375934,1761.2346761060103,0.0,10.057668407895196,17713.914360760948
232,8375935,1287.566702170718,0.0,10.077783744710986,12975.818781367192
233,8375936,1280.2357227870034,0.0,10.097939312200408,12927.742634014185
234,8375937,1254.3786236568621,0.0,10.11813519082481,12691.972494640888
235,8375938,1255.8111173727875,0.0,10.138371461206459,12731.879593038064
236,8375939,1262.2136975923725,0.0,10.158648204128871,12822.384912273617
237,8375940,1277.1075303369016,0.0,10.17896550053713,12999.633491775498
238,8375941,1907.0519036401095,0.0,10.199323431538204,19450.639165956105
239,8375942,1246.6354969283066,0.0,10.219722078401281,12740.268311676968
240,8375943,1229.102063057829,0.0,10.240161522558084,12586.20365342154
241,8375944,1264.7156142541828,0.0,10.2606418456032,12976.793954404222
242,8375945,1300.2590903831215,0.0,10.281163129294406,13368.17581857683
243,8375946,1306.2213590132642,0.0,10.301725455552994,13456.333824733969
244,8375947,1314.3839380355637,0.0,10.3223289064641,13567.503317776618
245,8375948,1306.0163571242906,0.0,10.34297356427703,13508.092656249926
246,8375949,1300.3438308095836,0.0,10.363659511405583,13476.320710267313
247,8375950,1198.5736945161746,0.0,10.384386830428394,12446.452888631668
248,8375951,1594.3147495981887,0.0,10.40515560408925,16589.093051463744
249,8375952,1184.2943739098746,0.0,10.42596591529743,12347.412776062863
250,8375953,1162.8205436719313,0.0,10.446817847128024,12147.774408639043
251,8375954,1155.813512459341,0.0,10.467711482822281,12098.722376371798
252,8375955,1121.4030592391373,0.0,10.488646905787926,11762.000727429691
253,8375956,1509.0513251555226,0.0,10.509624199599502,15859.562325292176
254,8375957,1108.4755917765958,0.0,10.5306434479987,11672.961227808692
255,8375958,1107.8885443028248,0.0,10.551704734894699,11690.112798655711
256,8375959,1113.5248226251401,0.0,10.572808144364487,11773.084313603102
257,8375960,1099.4217960802864,0.0,10.593953760653216,11647.223671128864
258,8375961,1472.4758665964875,0.0,10.615141668174523,15630.539926889765
259,8375962,1088.6123270919052,0.0,10.636371951510872,11578.88562194932
260,8375963,1092.3439016032387,0.0,10.657644695413893,11641.813188489472
261,8375964,1103.4945042669551,0.0,10.67895998480472,11784.173654518736
262,8375965,1098.8547828832684,0.0,10.70031790477433,11758.095508032746
263,8375966,1088.6884011410534,0.0,10.721718540583879,11672.610615432652
264,8375967,1121.3753064792597,0.0,10.743161977665046,12047.11655526047
265,8375968,1126.034455491009,0.0,10.764648301620378,12121.364888867318
266,8375969,1130.0139027811258,0.0,10.786177598223619,12188.530643859021
267,8375970,1129.7074772986145,0.0,10.807749953420064,12209.5959351524
268,8375971,1133.3948836190684,0.0,10.829365453326906,12273.947397641808
269,8375972,1144.5735531260418,0.0,10.851024184233559,12419.795305604814
270,8375973,1138.8402872877443,0.0,10.872726232602027,12382.298666337487
271,8375974,1139.7536193812352,0.0,10.89447168506723,12417.013534301761
272,8375975,1154.9191427069188,0.0,10.916260628437366,12607.398366560174
273,8375976,1522.439113084303,0.0,10.93809314969424,16652.58083365399
274,8375977,1165.4561695695013,0.0,10.959969335993629,12773.363880926325
275,8375978,1121.662651337539,0.0,10.981889274665615,12317.975040516718
276,8375979,1114.4756701176498,0.0,11.003853053214947,12263.526505357873
277,8375980,1095.0327785994098,0.0,11.025860759321377,12073.678943729885
278,8375981,1090.6915319222478,0.0,11.047912480840019,12049.86458827032
279,8375982,1089.006178649746,0.0,11.0700083058017,12055.307442722058
280,8375983,1088.2799954161176,0.0,11.092148322413303,12071.363125470845
281,8375984,1092.7113901286634,0.0,11.114332619058128,12144.757846523356
282,8375985,1090.953690889408,0.0,11.136561284296246,12149.472636919076
283,8375986,1465.998980923365,0.0,11.15883440686484,16358.839868756437
284,8375987,1086.684456451042,0.0,11.181152075678568,12150.384165855205
285,8375988,91.09427445663506,0.0,11.203514379829924,1020.5760137950847
286,8375989,90.70186324281075,0.0,11.225921408589585,1018.2119883764339
287,8375990,104.64540555784559,0.0,11.248373251406765,1177.0905807594831
288,8375991,104.40270383211808,0.0,11.270869997909577,1176.7093023220589
289,8375992,104.38265200003966,0.0,11.293411737905396,1178.836267330942
290,8375993,103.9770420461858,0.0,11.315998561381209,1176.604058211312
291,8375994,105.72693889754987,0.0,11.33863055850397,1198.798700240841
292,8375995,101.5521209937587,0.0,11.36130781962098,1153.7649063454867
293,8375996,473.49807150010884,0.0,11.38403043526022,5390.316456994259
294,8375997,98.61945306763138,0.0,11.40679849613074,1124.9322289410939
295,8375998,117.26466159331328,0.0,11.429612093123001,1340.2895942429097
296,8375999,102.88897123627709,0.0,11.452471317309248,1178.3329919509197
297,8376000,112.2265051352637,0.0,11.475376259943866,1287.8413727656734
298,8376001,492.5236320867016,0.0,11.498327012463754,5663.197783099281
299,8376002,119.2184272778895,0.0,11.521323666488682,1373.5540876783082
300,8376003,120.44616733210859,0.0,11.54436631382166,1390.4746767777212
301,8376004,120.46457110808299,0.0,11.567455046449302,1393.4685109825455
302,8376005,117.51210071379894,0.0,11.590589956542201,1362.0345743055336
303,8376006,112.10104533253455,0.0,11.613771136455286,1301.9158846494554
304,8376007,196.6919495362539,0.0,11.636998678728197,2288.90395686986
305,8376008,108.92048136610966,0.0,11.660272676085654,1270.042512739345
306,8376009,108.50565559695929,0.0,11.683593221437823,1267.7359422203006
307,8376010,98.45454458625646,0.0,11.706960407880699,1152.6034554472294
308,8376011,474.9053931897434,0.0,11.730374328696461,5570.818032832465
